document	label
closer to hypocrisy than to murderous hatred	0
vowed	1
embody the bankrupt policy of israeli criminal extremism	0
fear of	0
thanked	1
will be successful in their work	1
intolerant	0
damages the credibility	0
the countries of the axis of evil	0
will again attack	0
so - called	0
has reaffirmed its commitment	1
the opposition	0
get out ! .	0
not favored	0
antics	0
supporting	1
appealed	1
have preference for	1
inalienable palestinian rights	0
enormous implications	0
fears	0
axis of evil	0
were accused	0
now more people will be able to judge	1
immensely impressed	1
opposed	0
deny	0
looks	0
exceedingly high	0
puzzled	0
support	1
were red - penciled	0
refuses	0
merely	0
reflect the firm resolve	1
unpopular system	0
so that	1
failed to take decisive action	0
falling victim	0
labeled	0
pentagon damage control	0
terror compound	0
are denouncing	0
declining to comply	0
war against islam	0
support for	1
accused	0
explicit statements of support for	1
show a country on the verge of a civil war	0
swapping the silver - visored helmet of a space cadet for the green eyeshade of a consummate bean counter	0
stunned and wondering	0
reckless	0
do n't support	0
inevitably	0
cycle of violence	0
fair shares	1
falsified	0
moreover	1
so overshadowed by the secretary's rock star aura	0
do n't accept	0
the rights and privileges that they would automatically get under geneva convention	0
remarkable	1
one of the worst examples of rights abuses	0
violated	0
imperialists	0
railing	0
this would of course require advanced technology and great cost	0
loyal attitude of	1
meant to intimidate	0
difficult	0
aim	1
according	0
jubilant	1
angrily rejected	0
determination	1
set priorities	1
a storm of protest	0
an interruption of the constitutional order	0
sought	1
disbelieving	0
have not formed a sufficiently strong alliance	0
protecting	1
most disturbing	0
seeks	1
even in some cases pure falsehoods	0
provocative	0
would have to be drastically revised and curtailed	0
inept , abusive and authoritarian government	0
the criticism	0
defying	0
enormous	0
opposition	0
poured all kinds of abusive words	0
were highly critical	0
feel disturbed	0
is the appropriate one	1
victorious	0
was seen	0
most unfortunate part	0
will be barred	0
with a hope	1
radical responses germinate	0
arrogance toward	0
systematic campaign of violence and intimidation	0
position	1
never apologized	0
there was a lot of fear and tension	0
designated	0
goal	1
wishes to state	1
sensory segregation	0
great evil on open display	0
a kind of collective punishment	0
regards	1
faithful to	1
much more difficult	0
would protest	0
the evil is real	0
legitimate	1
do n't think it is a wise thing	0
blair report	0
wanted	1
welcome	1
already turbulent	0
fundamental importance	0
criticized	0
a more serious dip	0
could not take any risk of ruffling the republicans	0
hatred	0
shoot the man out of office	0
serious	0
need to establish a just peace	1
admires	1
cooperation	1
triumphantly returned to power at the request of his own people	1
the impression	0
was uncomfortable	0
have a conviction	0
smiling	1
aggressively	0
voluntary	1
apparently thought	1
opts	1
utmost suffering	0
totally lack planning and administrative control	0
an economic beacon	1
sillier still	0
not only above	0
open	1
struggling	0
because of the misguided	0
willingness	1
illegal combatants , not prisoners of war	0
important	1
like hitler's threats	0
double standards	0
defying	0
deep divergences	0
most dangerous enemy	0
good excuse	0
pot calling the kettle black	0
responding positively	1
it is the united states that is threatening	0
fears	0
below minimum standards	0
excessive	0
destructive	0
growing threat	0
deep wounds	0
evil	0
respect	1
is not appropriate	0
the base of evil	0
rejection of	0
rankles	0
calls on	1
tropical	1
contrary to	0
dramatic	0
has now approved	1
readiness to enter dialogue	1
has yet to show	0
will be a disaster for bush	0
proclaimed	0
has adopted	1
disapproval	0
more leisurely	1
deterioration	0
us - made israeli war machine	0
has escalated wildly	0
not	0
was especially satisfied	1
denounced	0
completely from palestinian areas	1
has accused	0
resorting	0
inhumane	0
ongoing afghan crisis	0
wanted	1
will develop a relationship of cooperation	1
us imperialist war maniacs	0
vulnerable	0
uncontrolled violence would be unleashed	0
purposely play up	0
he must think he can defy gravity	0
rows	0
shoulder to shoulder	1
in a flurry	0
accusations	0
unequivocally denied	0
it is itself the violator of human rights	0
full of cruelties and torture	0
still	0
country of enormous potential	1
compounded the problem	0
would surely be higher still	0
is not qualified	0
hard to find a justification	0
expansionist	0
can not	0
grave concern	0
has taken a negative stand	0
flimsy pretexts	0
hand it the bill	0
branded	0
to protest	0
threats	0
require a careful and mature approach	1
urged	1
big secret	0
hope	1
advocated	1
gross misstatement	0
a year of a war	0
siege	0
another example	0
sort of taliban version of club med	0
committed	1
has to be maintained at any cost	0
disappointment	0
has been finding it extremely difficult	0
hue and cry	0
purposely play up	0
to back	1
would incur its displeasure	0
had refused to accept	0
nor does it seem proper	0
ulterior motives	0
called upon	1
terrorists believe that anything goes	0
charging	0
will of	1
that would be independent	1
were blown up by ammunition	0
determined	1
picked a quarrel	0
somewhat insane	0
has regarded	0
alleged	0
hard - line	0
developing weapons of mass destruction	0
which stood in the way of honest negotiations	0
disadvantageous situation	0
cost - effective	1
friend	1
injured scores	0
merely reflects	0
are committed	1
falsifying history	0
this is a positive factor	1
almost all parts of the globe	0
would not be harmed	1
growing frustration	0
just and acceptable political framework	1
could not truly	0
mastermind of the terror attacks	0
hope	1
hand it the bill	0
no tears for tobin , but some for al - qaeda	0
better fed	1
as servants to white interests and western powers	0
had rebelled	0
have also moved to contest	0
get our american colleagues to live up to the obligation	0
the problem , he went on , is	0
what raises even more questions	0
took to the streets around the country in a pot - banging demonstration	0
are glad	1
appreciating	1
supported	1
conclusion also reached	0
willfulness	0
provocation	0
hurdles in the realization of their vested interests	0
delivering further criticism	0
these values and ideas	1
not responsible	0
limits of tolerance	0
the lack of	0
do reject	0
humanitarian spirit	1
that axis of evil statement	0
desperate hatred	0
tear its members apart	0
broader cooperation	1
hoped	1
thousands of innocent people	0
the cia would organize coups and assassinations to further us interests	0
conspicuous policy of playing games	0
shameful mum	0
do not want	0
is supporting	1
only	0
soon erode	0
think	1
the dissent	0
unlikely	0
endorsed	1
imperialist war maniacs	0
in the guise of its so - called war on terror	0
is self - inflicted	0
had particularly harsh words for	0
note with deep concern	0
came to the support of	1
threatened	0
was compromised	0
specifically named	0
assurances	1
struggle started to annihilate turks in cyprus	0
favoring	1
not acceptable	0
free fall	0
stolen	0
has reached a consensus	1
have committed many sins	0
the unconditional support	1
getting better	1
believes	1
wanton destruction of property	0
unlimited capabilities	0
crush	0
encouraged	1
get out ! .	0
potential problem	0
aspire	1
systematic cheating , spoiling tactics , rigid new laws and sheer obstruction	0
humane	1
deviate	0
axis of evil	0
restraint	1
dump	0
will not succeed	0
concerns	0
merely speaks	0
the guilt or otherwise	0
impatience	0
against	0
can not	0
had no respect for any religion , faith , norms , decency , human rights and rules	0
want	1
refuses to recognize	0
only just begun	0
into submission	0
aimed at crushing	0
recipe for disaster	0
impassioned american campaign against new phobias	0
severe consequences	0
plotting	0
complaint	0
restraint	1
expresses condolence , sympathy and solicitude	0
believe	0
refusing	0
hope	1
backing	1
difficulties	0
at the expense	0
denunciation	0
antipathy	0
work better than anything i've seen so far	1
freaky	0
fails to exploit	0
humane	1
grief and sorrow	0
feeding on the growing frustration	0
desperate last - minute act	0
are also against	0
this is our major concern	0
normal relations	1
criticizing	0
has been dragging along	0
the interests of	1
burden	0
concerns	0
devastating	0
as a patient	1
massacres	0
directly responsible	0
dissatisfaction	0
has asked	1
degeneration of the democratic process	0
axis of evil	0
to assassinate innocent activists and citizens	0
punish	1
better than anybody could have hoped for	1
have refused to recognise	0
can be confident in the knowledge	1
emphasized	1
could n't wait	1
growing exodus	0
complacency	0
bleeding hearts	0
radicalized	0
to support	1
whom does he think	0
defend themsleves against their oppressors	1
strikes at the heart	0
substantially free and fair	1
legitimate rejection	0
rejection	0
favourable comment	1
refusal	0
am afraid	0
tried to resist	1
just want	1
totally unrealistic budget was prepared	0
ongoing human rights violations	0
a decade of dramatic economic decline	0
have also voiced interest	1
confident	1
firmly opposed	0
immediately lapsed into hysterics	0
who were deprived of the minimum political and human rights	0
unfair	0
incited	0
successful	1
has not brought the israeli public security	0
repudiates	0
favored	1
acting arbitrarily	0
foundered	0
expressed admiration and surprise	1
tarnishing the us role	0
it's shameful	0
perfectly at ease	1
going to crush my nuts	0
may feel uneasy	0
nothing new	0
loathsome action	0
dangerous	0
sneaked into	0
in metal cages named detention centres	0
being power - hungry	0
deeply flawed	0
meddling	0
inhumane	0
hurt	0
friendly relations	1
onslaught of the international credit vultures	0
inhumanely	0
has still put space exploration as a top priority	1
hand - wringing	0
dings	0
are going to great lengths to talk about	1
manipulation	0
criticism	0
completely supports	1
accusing	0
confidence	1
desirable	1
moments of terror	0
categorically rejecting	0
could not find enough praise	1
current understanding	0
have triumphed	1
visited cuba in a friendly manner	1
have made every israeli an enemy and a target	0
called for	1
boasts	1
being dishonorable	0
are irritated	0
more credible	1
refused	0
is now objecting	0
appealed	1
so far	0
but also	1
hope	1
fodder	0
steal this election	0
know	0
was angered	0
massively rigged	0
strong support	1
shadow of this noise	0
failed	1
kennels	0
though mr . tobin has finally mastered the diapering process , his baby who is 15 years old is not amused	0
such biased	0
do not reflect the reality	0
smoothly	1
supporters	1
instrumental	0
bad	0
open defiance	0
flaunting it	0
in mourning	0
as he calls it	0
axis of evil	0
illusion	0
accused	0
adulteration or deceitful use	0
his friendship	1
sitting on the fence	0
difficult israeli demands	0
get a life	0
stars and stripes	0
recognition	1
polarisation , tension and incidents of violence and intimidation	0
duress	0
attempts to suppress	0
a chilly reception	0
unexpectedly tough	0
would care very little	0
neither especially virtuous	0
fundamentally can not accomplish anything	0
imbalance	0
has proven to be	1
neo - colonialism	0
relished the role of cassandra to the philippine national police	0
cages	0
urged	1
to paint a dark picture	0
particularly affected would be	0
what he called	0
have made clear their stand against	0
supported	1
not true at all	0
not up to him to decide who is a captive or who is not a captive	0
against neo - liberal globalization	0
continuing battle	0
dismisses the notion	1
consistently opposed	0
old foes	0
critical opinions	0
crushed human rights principles	0
viable	1
is also paying the price	0
never	0
satisfied	1
trashed	0
would use every possible peaceful means at our disposal	1
to carry out other retaliatory , suppressive , and devastating practices	0
braces	0
arrogant	0
play with	0
damage	0
slaughtered	0
kill an american	0
democracy	1
a friend	1
only benefits corporate america	0
more demagogy than arguments	0
took to the streets	0
criticized	0
faces of evil	0
crisis	0
stick to his principles	1
israel makes itself appear	0
systematically stealing	0
fiasco	0
danced in celebration	1
do not intend	0
talk about clueless	0
let us hope	1
continue to close ranks behind	1
call on	1
we are millimeters away from a civil war	0
denunciation	0
superb ability	1
world's policeman	0
field day	0
disenfranchise	0
thinking	0
referred to	0
whoever says that these are small steps is incapable of recognizing the european union's experience	0
worry	0
feared	0
to request	1
bastion of resistance	0
not putting their letterhead on anything	0
seems	0
would cooperate	1
changing and contradicting personality	0
asked	1
disagreeable	0
infuriated	0
concern raised	0
expressed concern	0
support for	1
will benefit	1
celebrated	1
am afraid to say	0
wanted	1
hope	1
you get the feeling	0
lot of heartbreak over the years	0
the earth - shaking changes	1
am pleased	1
plan	1
happiness and worry	0
may god be satisfied with him	1
derail	0
criticizes	0
rediscovered	1
does not appear	0
misguided	0
all the worse	0
it is inevitable for injustice to meet denunciation and rejection	0
unlawful combatants	0
agreed	1
refused to discuss	0
dignity and honor	1
runaway	1
want	1
hopes	1
fear	0
end of its colonialist occupation	0
disagrees	0
earned eternal notoriety	0
confounding right and wrong	0
the support	1
was like giving away the country to its former colonial masters	0
chaos	0
if not better	1
as a lesson to others	0
called for	1
see the world in terms of good and evil states	0
is an unpopular means because	0
criticism from	0
unprecedented force	0
have considered	1
scenes of anarchy	0
had hit	0
transparent	1
all the global bellyaching	0
condemned	0
an allegation	0
mere positioning	0
it is ineffective	0
lent credibility	1
to thwart	1
a warning	0
row	0
protests	0
will not	0
dislike	0
nobody is happy	0
supremacy of	1
punched	0
flaunt its hostility toward	0
support	1
to pay attention to respecting	1
you're	0
protest	0
erroneous	0
threats against freedom of expression , democracy , and legal security	0
does not look very good	0
deny	0
taking away from	0
will allow emissions to increase without any time frame , eternally	0
do not want to work	0
edifying photograph	1
simple lack of respect	0
stalemate	0
regards	0
taking away the will to react and defend	0
enhanced	1
had expressed doubt	0
psychology of maintaining us supremacy	0
could understand	0
anti - democractic	0
pretexts	0
recognition	1
keep alight the flame of	1
harm	0
discontent	0
honored his commitment	1
ensure instability or militancy	0
o'keefe jumps with both feet into this fiscal morass	0
to such policy	0
the same and worse	0
to understand	1
if i do not save them , i do not save myself	0
abating	1
seek	1
and worse than anything , it is an insult to the iranian nation	0
urged	1
were likely not to be free and fair	0
confusion	0
pretended to be abiding by the decision	0
wanted	1
hallucination	0
greatly miscalculating	0
threatening america and its friends and allies	0
can still break through	1
an axis of evil	0
pledged	1
farce	0
repeated reference	0
oozed confidence	1
promises	1
quality of knowingness	0
not really popular in	0
disagreements	0
victory	1
hostile regime	0
understandable	1
everybody jumped without checking whether there was a proper safety net at the bottom	0
fight peacefully for their own freedom	1
readily	0
too costly to meet	0
no one	0
interference	0
protested	0
bad treatment	0
are concerned	0
leading a racist campaign	0
are prepared to accept	0
like when one loses one's virginity and the only solution is to enter a convent	0
the idea	1
deepen anger	0
fears and concern	0
was worried	0
as difficult as it may be	0
obstacle	0
more alarming faults	0
so - called great satan	0
still wants	1
ideological fight against capitalism	0
support	1
scrupulously avoided	0
disqualified president	0
never	0
felt	0
criticism over	0
major	0
because of the legal nuances	0
such humanitarians as saddam hussein and the government of malaysia	0
condemned	0
refusal	0
failed	0
so conservative that it makes pat buchanan look vegetarian	0
venezuela's constitutional president	1
about cold - blood accomplices to murder , because that is what these al - qa'ida disciples at guantanamo bay are	0
urged	1
succumbing	0
forced exodus of hundreds of thousands	0
under the pretext of the fight against terrorism	0
could approve	0
strong resolve	1
wanted	1
high degree of difficulty	0
chanting	0
smear tactic	0
are wondering	0
surged	1
makes no bones about considering	0
subverts	0
menace	0
was compelled to partially recognize	1
would be street demonstrations	0
very great	1
increasingly isolated on the international stage	0
promises	1
vowed	1
unjust	0
had always denied	0
systematically subverted	0
fiercely condemned by	0
shoot president mugabe out of office	0
axis of evil	0
private diplomacy	0
has renounced	0
failed coup	0
imposed on the palestinian people by force for more than 34 years now	0
meaningless	0
humanely	1
are confident	1
aligned themselves	0
promised	1
is not to have a strategic vision	0
all but welcomed	1
wrote a critical comment	0
wants	1
are the violators of human rights	0
the crime they have committed together	0
distortion of reality	0
warned	0
invited	1
claims	0
strategy of suppression	0
a blatant case of discrimination in rights	0
enormous injustice	0
once again	0
opposition	0
hardly elastic enough	0
credible	1
is based on injustice	0
not based on fears	1
little support	0
outrages	0
violators of human rights	0
memorandum of protest	0
even went so far	0
is a gross mistake	0
grieving	0
easier	1
do not sincerely share the values	0
supported	1
nothing was done to prevent the disaster awaiting	0
more often than not	0
predatory	0
left has compounded anti - americanism into dogma	0
they rubbed their palms at length	0
would be handicapped	0
opposes and condemns	0
poor human rights conditions	0
criticized	0
growing reluctance	0
boasts	1
gave free rein	0
own exclusive interests	0
far worse than those prevailing in camp x - ray	0
what fate awaits argentina's crisis - stricken economy	0
may all hope	1
forced to navigate	0
unfair	0
would not accept	0
constant aggressive attitude	0
praised	1
lavished	0
a strong hope	1
without belt - tightening there is no money , and without money there is no belt - tightening	0
in whose chests the fire of anger is blazing	0
condemn	0
suffering	0
made the opposite mistake	0
ill - treatment	0
has refused	0
was justified	1
encouraged	1
same shit , different day	0
traitorous	0
humanely	1
no qualifications and face	0
frighten tourists and investors away	0
unacceptable	0
admirers	1
is achieved after thousands of years of research	1
or even solidarity	0
wants	1
sobriety	1
individual acts of insubordination	0
expressed concern	0
axis of evil	0
wantonly infringing	0
can not prevent	1
abuse of history	0
would be better off	1
neo - colonialism	0
promised	1
reproached	0
potential carrot	1
sponsor terrorism	0
a government mouthpiece	0
a bitter pill to swallow	0
should be harshly condemned	0
will steal	0
whose land was occupied	0
problem	0
responsible for	0
probably	0
disrespect of advice	0
believes in	1
it is a sign of serious economic trouble	0
criminals	0
intimidate	0
signaling a toughening policy	0
worst	0
jubilant	1
would have been logical and acceptable if	1
expresses the concern	0
seems to show consideration	1
breaks your heart	0
very likely continue to lose our edge	0
often must cope without	0
chaos bordering on a binge of wanton killing	0
suggestions	1
fear	0
needs to discipline	0
the ford falcon syndrome	0
so - called	0
assuming a rigid stance against	0
willingness to support	1
mount a rebellion	0
seeking	1
america's biding	0
will once again feel	0
fierce opposition	0
possible to ensure the environmental integrity	1
any reckless action	0
commitment	1
not much better	0
the interests	1
hoping	1
was supposed to do by virtue of his post	0
were supported by	1
only hints at his inclinations to gain more power	0
relatively mild	1
complained	0
was critical of	0
favouring independence	1
rising tension	0
especially those who are dangerous and suicidal	0
argued	0
the best way	1
must stop war	0
is about to call on	1
shut away	0
do n't want	0
nations with a terrible history	0
has been eager	1
treason	0
telling lies	0
anger	0
declining to endorse	0
refused	0
that makes them about as dangerous as a person can be in modern times	0
concern	0
would not have been a free and fair poll	0
only a hireling	0
better clothed	1
under the pretext of security considerations	0
be completely satisfied	1
support	1
condemning	0
are waiting anxiously	0
very unfavorable impact on relations	0
the gitmo gandhis	0
recognizes	0
pro - american	1
has demoralized and corrupted	0
grim and complicated	0
would never forget	0
blamed	0
nations will vanish from the face of earth	0
am sure	1
antagonism	0
to humiliate	0
confidence	1
supports	1
more leisurely pace	1
including their respect and sanctity	0
the scathing kesas report	0
dominant	1
not only	1
adopt	1
much criticism	0
but not	0
no recognition of	0
invited	1
improve	1
state - sponsored	0
coup - plotting	0
will prove respect for human dignity	1
hoped	1
wilfully ignoring geneva conventions	0
scupper any hope	0
hurry up and wait .	0
it is nothing more	0
unequal	0
paralyzed	0
nod to	1
no incident serious enough to threaten	1
threatening	0
in any doubt	1
appeals	1
not	0
in protest	0
is now condemned	0
good	1
mimic	0
aggressors	0
warn of	0
severely criticized and put pressure on	0
fear	0
criticized	0
that terrible day	0
the concern	0
was only intended to fan up war hysteria	0
support for	1
hailed the end	1
were not so devastating	0
criticism	0
prisoners are getting coddled	0
had not been willing	0
wrongful	0
endorsed and supported by	1
would have a better idea if	1
suspicions	0
deals a blow	0
axis of evil	0
craving for blood	0
reassured	1
reaps all the benefits of mock globalisation	0
concern	0
soured relations between	0
to win	1
sensible	1
thankfully	1
legitimate rights	1
supports	1
has pledged	1
not in any way contrary	1
respecting	1
to heel	0
tensions between	0
voices criticizing	0
disapproval	0
to think	0
axis of evil	0
attempting to realize	0
devastating what remains	0
urging	1
refused to recognize	0
humiliate	0
biggest electoral fraud	0
the first chance they get	0
under the pretext	0
her former friend as an enemy and her former enemy as a friend	0
does not agree	0
ever - improving	1
treating people this way	0
has accused	0
is not credible	0
rejects	0
progressive	1
can ask	1
is to allow the growth of a dangerous focus	0
tense relationship between	0
a power vacuum	0
they could be held responsible	0
are concerned	0
opposition	0
continuing waste of human life	0
principled	1
will fight on	0
that chavez has to be killed	0
does not want	0
abstractly recommend	1
defiance	0
cages	0
risks	0
chain reaction	0
they can not be trusted	0
would only complicate things	0
understand	1
appeared surprised	0
i am a jailed president	0
queried	0
posing a grave threat	0
could think of nothing better	0
like an upholder of justice	1
frightening	0
denied	0
divide and rule	0
great	1
a growing impression that misuari could pose a security threat	0
loudly and clearly	1
not satisfactory	0
very constructive	1
bore the responsibility for the confused events	0
contradiction between the enemy and itself	0
inhumane	0
the entire palestinian people	0
has been efficient enough	1
inclined to give way to rapture	0
incomprehensible	0
to endorse	1
abandon	0
like a dangerous virus	0
strong objections	0
will die	0
making turns in favor of	1
proof that international law protects human beings	0
achieving better results	1
would want	0
undermine	0
good shape	1
barbarities	0
whatever	0
were in a foul mood	0
will surely be on the president's lips	0
injustice can not last long	0
hope	1
old man	0
a long road ahead of us	0
will accept	1
praised	1
feeling of uncertainty	0
do not recognise	0
promised	1
pent - up demand	1
stressed	1
further expressed alarm	0
do not	0
immediately lapsed into hysterics	0
in gleaming suits	0
popular support	1
botched coup	0
did not show the slightest sympathy , still less the least regret	0
are increasingly concerned	0
overlooked	0
immediate exploitation	0
expressed satisfaction	1
found little to object to	0
paint a grim picture	0
they discredit the usa	0
are probably not picky	0
failed to meet international standards	0
forced him	0
friendly	1
legal limbo	0
nothing but revealing before the world each and every one of his political immaturity and moral corruption	0
had praised	1
in our good [human rights] record	1
now resembles the destruction of the very people	0
uncalled - for	0
believed	0
to set priorities	1
you frustrate as many voters as you can	0
burden sharing	0
expresses its discontent	0
profess relief	1
more interested	1
could trigger a reaction	0
negative reports	0
hoped	1
unrealistic stand	0
more are on the way	0
pleases	1
often unfortunately invisible	0
was an act of war	0
does not reflect	0
the world did not always realize how good they were .	0
never again should	0
achieving social harmony	1
tensions	0
aggravated	0
sent congratulations	1
the fear	0
exercising leadership	1
warned	0
evil	0
a view to the contrary	0
certain satisfaction	1
simply	0
new illustration of his character	1
axis of evil	0
may not be what everyone wants	0
not considered	0
so - far spurned	0
everything	0
discrediting	0
my fist carries a force	1
legitimate	1
seeks	1
israeli abuses against palestinians	0
could alienate	0
it is not possible to rule out the risk of a breakdown	0
being supported	1
no to recognition	0
is a thorn in the eye and flesh which must be removed	0
their confusion of ends and means	0
had relentlessly demonstrated	0
is intolerant	0
very large	0
unlawful	0
this confidence	1
a donkey being controlled by the british	0
shallowness of his commitment	0
bound to happen	0
there is a breakdown in law and order	0
good	1
confidence in it is waning	0
approval	1
such desperation	0
injustice	0
will finally deliver on his promises	1
what is non - wasp humanity	0
very different	0
revolutionary process	1
was not delighted with	0
or so it claims	0
at the expense of the world's security and stability	0
concern	0
would support wholeheartedly	1
evade its responsibility	0
concern	0
would make it possible	1
axis of evil	0
is aghast	0
deadlock	0
impose	0
most cost - effective	1
perfect lifesaver	1
ghastly and barbaric act of terrorism	0
support	1
in satisfactory terms	1
good negotiator	1
resentment	0
worst	0
is accused	0
like alcatraz or devil's island	0
succeeded in defeating	0
as if	0
wish to express our solidarity	1
not regular patients	0
urge to underline	1
double standard	0
plight of the palestinians under occupation	0
permission being denied	0
could , however , not be openly described as free and fair	0
crush us at all costs	0
backing	1
unlike the cold war , is rid of the north - south confrontation	1
strongly criticized and condemned	0
good	1
hope	1
repeatedly accused	0
justice must be done	1
seriously threatened	0
ugly travesty	0
climate of insecurity	0
was refused	0
would create	1
oppressive	0
he is an australian citizen , and australia is not the 51st state of america	0
what impressed him most	1
second only to that of a nuclear war	0
would be reluctant	0
simply used old drafts	0
far from perfect	0
it is a war out there	0
or even eliminated	1
without	0
a peaceful environment	1
nothing practical	0
within tens of millions of arabs	1
supported	1
herein lies his wicked intention	0
secretly behind every local misfortune	0
would seek	1
denied	0
denying them the right	0
in chain to another side of the globe	0
supporters	1
the axis of evil remark	0
had been accused	0
imperialism is the source of war	0
illegal	0
denounce	0
congratulated	1
grave clashes	0
to invite	1
must avoid	0
disastrous	0
meddle	0
axis of evil dogma	0
axis of evil	0
is giving a hearty thumbs up	1
disagreements	0
unfair	0
criticism	0
in cages	0
wants	1
will be regarded by	0
a staunch ally	1
would be targeted one by one	0
to trample upon	0
stuck for 18 months on ground zero	0
not so well sourced	0
however	0
struggling to merely distance themselves	0
so great as to remove any sense of common ground	0
the criticism	0
substantial challenge	0
enjoy	1
no matter how long sharon humiliates arab dignity	0
was committed to protecting	1
reproached	0
praised	1
appears to have opted for solidarity in support of	1
in protest against the israeli holocaust against palestinian civilians	0
congratulated	1
unmistakable and potentially disastrous	0
can at best	1
loved	0
criticized	0
backing	1
discontent	0
totally committed	1
potentially embarrassing	0
forgot all principles and role in defending justice , and international legitimacy	0
lecturing	0
implicitly encouraged	1
formation of good neighborly field	1
aim	0
opposition	0
timely	1
stiffest opposition	0
wanting	1
excuses	0
refusal	0
frantically making efforts	1
much more than what one could have expected	0
interference	0
could not be said to adequately comply	0
this is not a reverse , it's actually an advance	1
anti - iran reports	0
hand that is stretched for peace	1
assassinations	0
hotly contested	0
feels uneasy	0
china threat advocates	0
hard not to see	0
maybe	1
humane	1
immediate	0
know	0
strongly called on	1
flexibility	1
unsure	0
of all things	0
raises new doubts	0
repeatedly made outrageous	0
entire	0
living in isolation	0
extensive support	1
still far from equal	0
humanely	1
it is a positive development	1
grave crisis	0
affected every corner of the earth	0
victorious	1
mutual understanding and patience	1
none of them	0
may also have changed nothing	0
disputes between	0
was also quite naive	0
democratic	1
imposing constraints	0
admiration	1
have courage	1
bitter deadlock	0
intervention of domestic affairs	0
continues to demolish	0
irreversible	0
favored	1
were widely criticized	0
critical	0
reined in	0
warm peace , not a cold peace	0
hard - line	0
as if it was a greek cypriot republic	0
no place in israel can be considered safe	0
was shocked	0
find no grounds for any support	0
were regrettable	0
breeds insecurity	0
to resist	0
writing off	0
have criticised	0
innocent	1
illegitimate	0
rigging	0
a great political triumph	1
unusual	0
very regrettable	0
desperate hatred	0
something so petty	0
an affront to palestinian , arab dignity , and international justice	0
continuing	0
hapless vanquished	0
under the pretext of fighting terrorism	0
solid and often eloquent	1
refusal to classify	0
fears	0
claims to advocate	1
demand	1
with respect to the principles of democracy and freedom	1
gives priority	1
are getting increasingly critical	0
master of escalation	0
vote rigging has been so thorough that hopes for a free election are dead	0
negated	0
wants	1
surge	1
threat	0
now have to brave gangs of zanu - pf thugs	0
changing its stand	0
refuses	0
achieving nothing	0
storming palestinian territories	0
scares away	0
urge	1
made a commitment	1
is inhumane	0
considers	1
backed	1
excused	1
hopes	1
extra vigil	1
u . s . domination	0
impossible to maintain	0
smiling	1
celebrated	1
ran against	0
did n't want	0
ease	1
perfectly well	0
brands	0
concern	0
without	0
throttling	0
can count	1
pure fiction	0
dishonoring	0
axis of evil	0
systematically stealing	0
will employ a crafty trick	0
the disapproval	0
taking issue with	0
dictatorial tactics	0
raving	0
is feared	0
did not even have the goodness	0
wwanted	1
has warned	0
rightly	0
what is left of the army's reputation	0
the outrage	0
plotting	0
wanted	1
explosive political frustration	0
marginalized	0
poses a danger	0
instigate struggles and wars	0
supporting	1
fears are rising	0
briefly appeared to be abating	1
crushing	0
cling obstinately	0
arbitrarily	0
it did not apply even to black people held in jail in the southern united states until a few years ago	0
victory of democracy	1
does not want anything to do with	0
still prefer	1
policy	0
concern	0
play a meaningful role	1
finally rewarded	0
peaceful protests	0
undemocratic	0
said smiling	1
counting on	1
axis of evil	0
have n't always been consistent	0
the failure to discuss	0
spurning	0
warned	0
love	1
interfere	0
badly	0
axis of evil	0
one common denominator	0
plight	0
kid glove	0
was a gift	1
great contributions	1
insulting	0
carnage	0
are not sometimes inclined to sacrifice these values for the good cause	0
inexorably	0
has also expressed concern	0
calls	1
personally offended	0
rightly considers	1
chronic complainers	0
this is no reason to be optimistic	0
sneering	0
simplistic interpretation	0
least free	0
patience	1
to peace and stability	1
justify	1
the wish of	1
could become embarrassing	0
owing allegiance	1
a former army coup - meister himself	0
victory	1
overreacting	0
undisguised declaration of war and a rhetoric threatening aggression	0
would not stand idly by	0
a legitimate activity and long overdue	1
just and legitimate	1
has supported	1
we have nothing to hide	1
well - respected	1
sudden deterioration	0
impossible to achieve coexistence	0
are going to fight , my friend	0
policy of isolation and stifling	0
were suffering	0
used the word of axis of evil to label	0
a correct solution	1
have advocated	1
warned	0
settlement battle	0
suspected	0
promotion	1
cut any routes	0
basic doubts	0
turning a blind eye	0
remarks branding	0
vehemently denied	0
intentions	1
does not rule out	1
at it again	0
seemed unyielding	0
threatened	0
given sharon a free hand	1
cast away the chance	0
domino effect	0
goes against the tide	0
to deny	0
labeling	0
could hardly hide his excitement	1
endorses	1
privileges	1
did their homework	1
feel very strongly	0
ballot rigging	0
navigating uncharted waters	1
pose ``a grave and growing danger	0
be considered	1
seeking	1
which is the equivalent of respect for democracy	1
intended	0
mounting rivalry	0
credited for	1
prohibition	0
united states' hostility to islam	0
expressed satisfaction	1
axis of evil rhetoric	0
an unpredictable , anarchical situation	0
rigged	0
if we fail	0
fevered criticism	0
but	0
ambitious	1
know	1
not likely	0
substantially represented	1
always follows its interests	0
unfortunately for the nation	0
reckless	0
never seen anything as beautiful as	1
free hand	1
are not worried	1
we were soft	0
warning lights are flashing	0
no murderer will go unpunished	0
most audacious	1
boasts	0
evil in politics	0
presumptive	0
were easing	1
wants	1
comprehensive destructive policy	0
opposition	0
supporting	1
parts of an axis of evil	0
but	0
fend off	0
