document	label
is inhumane	0
meaningless	0
quick to say	0
praised	1
decisive influence	1
is wide awake	1
damaging to the state's interests	0
positively assessed	1
defends	1
simply a blatant act of the world's worst rogue state to do someone harm	0
against terrorism	0
expressed the hope	1
steel cages	0
justice must be done	1
optimistic and hopeful	1
violates the principle	0
axis of evil	0
take justice to pre - historic times	0
personally offended	0
but	0
great	1
would set a precedent that could affect the fate of us soldiers sent out to risky areas of this planet	0
is obsolete	0
hence	0
provocative	0
request asking	1
one of the most popular	1
we have a common destiny	1
would only complicate things	0
way below	0
desperation	0
great	0
violator of human rights	0
military morale is at stake	0
backdrop of uncertainty	0
anger	0
warned	0
even impossible	0
warm peace , not a cold peace	0
never seen anything as beautiful as	1
evenhanded	1
claims of	0
the support of	1
unfortunately for the nation	0
has put himself into	0
having supported	1
non - wasp humanity	0
growing exodus	0
a problem	0
the solidity of this argument , though , has increasingly been demolished	0
possible to ensure the environmental integrity	1
went against	0
unfortunately	0
certain satisfaction	1
ever addicted to conspiracy theories	0
expansionist	0
boasted	0
frustrate	0
prevent such a development	1
supremacy of	1
invited	1
manichaean	0
slammed	0
would like	1
is a true oligarch	0
protest	0
forestalling further oil price declines	0
no longer fit	0
losing the sympathy of the civilized world	0
favourable comment	1
innocent	1
taiwan independence'	0
have raised questions	0
denounced	0
the failed coup attempts that the united states first blessed and then disavowed	0
using violence , intimidation , special laws and dirty tricks to fix the two - day election	0
want	1
could become worse	0
rejection	0
tin - pot tyrant	0
rapprochement	0
resignation	0
a casualty of his own government's attempt to maintain favor in washington	0
axis of evil	0
applauded	1
best piece	1
not satisfactory	0
was tougher	0
worsen	0
plan	1
criticized	0
condemned	0
is craving	0
has abused	0
just and acceptable political framework	1
suffering from difficulties	0
has come out in support	1
as a human being	1
such regimes	0
refusal	0
pretext	0
dismissed	0
the uproar	0
the problem was disposed of in two hours	0
condemned	0
denied	0
challenging and issuing objections	0
to be wasted away	0
concluded	0
but	0
challenged	0
rejects	0
signed off on	1
sitting on the sidelines	0
want	1
quick return to the negotiating table	1
considers	1
has brought in three francs	1
as punishment for not voting the correct way	0
are known for being negative	0
which means an indefinite suspension from the commonwealth , a ban on travel for mugabe's cronies and to freeze their personal assets	0
continued	0
robust	1
surge	1
insults	0
miscalculate	0
all around us	0
criticism was toned down greatly	0
with a vengeance	1
relative success	1
agreement or understanding	1
would prefer	1
viciously spoke ill	0
wants to create	1
did their homework	1
the first chance they get	0
injustice	0
has called into question	0
before it disappears	0
unashamedly seen fit	0
such a disadvantageous situation	0
a land of freedom and opportunity	1
arguing	1
expected to protect	1
has painted	0
sent packing	0
good government	1
have warned	0
would press ahead	1
grief and sorrow	0
week that changed the world	1
reportedly	0
discrimination	0
reflect negatively	0
flawed	0
however	1
pentagon damage control	0
are frequently embraced	1
so overshadowed by the secretary's rock star aura	0
in vain	0
led to massive riots	0
it is nothing more	0
bellyaching	0
other so - called civilized nations	0
new illustration of his character	1
evil empire	0
cold	0
blamed	0
continue to close ranks behind	1
unfair	0
did not endorse	0
worry	0
fundamentally flawed	0
dirty tricks	0
accepted	1
keeping a watchful eye	0
unacceptable degradation	0
friendship and cooperation	1
think	1
it delivered that blow , and hit argentina	0
taking advantage of	0
supported	1
unfavorable	0
threatened	0
warned	0
axis of evil remarks	0
reassured	1
urged	1
now more distant than before	0
should be considered as legitimate	1
warned	0
should be cause for a muslim war	0
want	1
decided	0
code of not publicly criticizing	0
repeatedly accused	0
probably	0
a disagreement	0
difficult	0
subjugate	0
threats expressed by	0
agreed	1
simplistic	0
abandoned	0
dictatorial regime	0
world's policeman	0
desirable	1
voluntary	1
accused	0
sought	1
chorus of condemnation	0
club fed	0
good excuse	0
irresponsible	0
at the expense	0
long and painful	0
enemy	0
defenders of the world poor	1
thugs	0
attacks on the freedoms and values	0
damn yankees	0
has tended to undermine the growth of a human rights culture	0
endorsed	1
were protesting	0
might as well	0
backing	1
concluding	0
trying to move the goal posts	0
fears	0
hardly convincing	0
criticizes	0
uses a double standard in its definition of terrorism	0
do n't want	0
such wishful thinking	0
downplayed	1
regret	0
nations with a terrible history	0
against	0
that limbo	0
would never readily agree	0
irresponsible	0
richest	1
fierce opposition	0
political warning must be heeded	0
axis of evil	0
a victory for democracy	1
not	0
hope	1
has already done several things	0
great importance	1
wanted	1
inaccurate	0
dethroning	0
went so far	0
achieving nothing	0
tactful political manoeuvring	0
will be faced with difficulties	0
only reason for this would be	0
groundless plot	0
tamed inflation	1
spout	0
boasts	1
not done anything	0
extensive protest	0
favourable comment	1
mistake	0
legitimate	1
more prudent	0
beneficial	1
pro - american	1
inclinations	1
will employ a crafty trick	0
can anyone believe	0
is also interested	1
confidence	1
have written a page of dignity and honor	1
a true muslim fighter	1
quite good	1
claims	0
appreciated	1
is her nemesis	0
joining the west in criticizing	0
clear self - restraint and abidance	1
isolate and fortify itself	1
overtures to express official objections	0
will contaminate	0
criticisms	0
inhumane	0
shameful silence	0
have been accused	0
harsh criticism	0
great contributions	1
called for	1
only ask of	1
contravenes	0
build understanding	1
taking advantage	0
have triumphed	1
absolute indifference	0
stolen	0
the invitation of kingmakers to accept the crown	1
instability	0
very well defined and perverse	0
too harsh	0
collusive nexus	0
could hardly hide his excitement	1
criticism	0
recognition	1
terrible	0
warlike tone	0
determination	1
lose the right to count itself among the world's democracies	0
have to bash	0
disapprove	0
stopped short of being free and fair	0
violate human rights	0
should take advantage of	1
the sole purpose	0
would remake venezuela to benefit the poor	1
is brazen	0
culturally appropriate	1
agreed	1
not ruin its relations with the arabs	1
their godfather	1
hoped	1
continue to encourage	1
blasts	0
a firm grounding in international human rights	1
insufficient mortgage loans	0
enemies of america is not just	0
are n't quite at peace	0
is reasonable	1
axed	0
the axis of evil	0
prevent such outlaw regimes and their terrorist cohorts	0
another diversionary tactic	0
no more	0
might have been more controllable then	1
could not be clearer	1
toy with the world in palms of their hands	0
hoping	1
so - called war against terrorism	0
detrimental	0
were protesting	0
new dimension of crime against humanity	0
were considered as nonexistent by many countries	0
clearly welcomes	1
is , day by day , becoming somewhat weak	0
refuses to characterize	0
support	1
had likely deteriorated beyond repair	0
achieving better results	1
unwarranted	0
developing weapons of mass destruction	0
ignored	0
charges	0
financial disaster	0
denounce	0
for months	0
denied	0
illegitimate	0
is optimistic	1
regret	0
simply do not understand	0
grudgingly	0
they are so wrong and far from this reality	0
congratulation message	1
legal limbo	0
sending out a clear message of peace that is loud and clear	1
recommendations	1
promised	1
massively rigged	0
had expressed opposition	0
further expressed alarm	0
in order to stop the continuing decline	0
frail excuses and pretexts	0
expressed regrets	0
false image	0
that axis of evil statement	0
charges brought	0
so - far spurned	0
irrefutable	1
demonizing the enemy	0
sowing the seeds of hatred and malice	0
seriously hindered	0
applauded	1
shouting insults	0
see	1
inordinate behavior	0
was a turning point	1
as close as	1
unequivocally denied	0
hot bed of opposition politics	0
it is unacceptable for canada to allow any ambiguity in policy	0
should not tolerate	0
emulate the gautama buddha himself	0
says it should have a free hand to storm the palestinian areas ; . assassinate or arrest palestinian citizens ; . demolish homes , headquarters , and establishments ; . uproot thousands of trees ; . and besiege cities and villages as it likes	0
protested	0
agreed	1
resounding pots - and - pans demonstrations	0
axis of evil	0
return to the protectionism	0
is in the process of eroding	0
positive control	1
sympathy	0
collective illusion	0
on realistic and just bases	1
repeated his stereotyped allegations against	0
realized	0
uproar	0
a rebuttal	0
lavished	0
fine words	1
you frustrate as many voters as you can	0
never apologized	0
massacres	0
sympathy	0
eradicate	1
repressive	0
is demanding	1
would be forced	0
intentions	0
abandons	0
is succeeding	0
deny	0
divergent views	0
have to keep them happy and healthy	0
too costly to meet	0
would callously exploit	0
supremacy	0
continued to keep alive	0
illegitimate	0
ploy	0
enjoy	1
is greatly responsible	0
congratulated	1
punishment	0
not the best of solutions	0
have pleased	1
should stop	1
strong base for bringing about calm and stability	1
concern	0
a free hand regarding chechnia	1
condemnation	0
divorce	0
have taken a disastrous toll	0
extensive and important	1
failing to support	0
obvious domestic difficulties	0
harm	0
the disapproval	0
patience	1
extra vigil	1
if it becomes more of a nuisance	0
aim	1
deeper the international crisis , the better	0
flimsy pretexts	0
axis of evil	0
understanding	1
supporting	1
find itself an outcast of	0
prefer	1
should welcome the fact	1
war on terror .	0
it will ring with hypocrisy	0
entirely improper	0
the world would never forget	0
axis of evil	0
has been weighing heavily on the minds	0
ended successfully	1
terrorist	0
progressive	1
will back	1
superpower has entered a legal fog	0
seems content to be back home on the rock playing with his bag of marbles and collecting his parliamentary pension	0
was also quite naive	0
signaling a toughening policy	0
appropriateness of antagonizing	0
it would be madness to hold elections now	0
severely damaged	0
welcomed	1
craving for blood	0
went along	0
in our good [human rights] record	1
intense legal wrangling	0
expressed interest	1
denied	0
odious	0
clearly violate	0
if painful	0
recommendations	1
showed callousness	0
the embodiment of two - sided justice	0
psychological sense of isolation , domination and futility	0
has refused	0
good negotiator	1
shortcomings	0
to voice concern	0
growing threat	0
muscle - flexing	0
war on	0
complaints	0
believe	1
expected	1
creates the impression	0
particularly disturbed	0
remarkable	1
so worried	0
hope	1
counting on	1
mutinous	0
pretext	0
sounds clumsy	0
supposedly model democracy like the usa can trample on the law to such an extent	0
niche of affection and solidarity	1
alleged	0
opposes	0
a peaceful environment	1
refused	0
formidable supernatural powers	0
is either angling to end the embargo or inching ever closer to dementia	0
a terrific example of how to violate international laws and human rights	0
road that leads swiftly to the abyss	0
meaningless	0
axis of evil theory	0
fully back	1
will be instrumental	1
the world's most dangerous regimes	0
to refuse	0
hidden agents	0
must be respected	1
aimed	1
continue to obstruct	0
indefinitely	0
double crime	0
are in no way in favor	0
assurances	1
legitimate rights	1
axis of evil	0
just empty rhetoric	0
provocations	0
sympathy	0
have avoided	0
have severed ties	0
ousted	0
glossing over	0
did not sound the alarm in time	0
only empty rhetoric	0
calls	1
still assist terrorists	0
wilfully ignoring geneva conventions	0
opposed	0
finds	1
hope	1
wants	1
does not rule out	1
wanted	1
have staged marches , banging on pots and pans , and other demonstrations to protest	0
devoted to promoting and safeguarding human rights and fundamental freedoms	1
forceful means	0
avoid deepening	0
is realized and the cause of justice wins	1
certain apathy	0
making fun of	0
humane	1
such a mindset will impair	0
feel	0
on behalf of my country	1
will be able to achieve balanced economic growth	1
the meat was entering the food chain	0
it is a war out there	0
fierce competition	0
inhumane	0
scores of	0
nobody is happy	0
toll	0
will come to realize	1
never gave us politicians the right	0
are with us	1
express their deep dissatisfaction and firm opposition	0
appreciation	1
has shown effectiveness	1
ill - treatment	0
confined to minute cells	0
declaration of support	1
one that would be adversely affected	0
throttling	0
the reactions	0
you can hardly speak of a targeting error	0
nothing more	0
alone is overwhelming	0
long called for	1
all but welcomed	1
firm opposition	0
violations or shortcomings	0
will be meaningless	0
urged	1
friendly	1
threats by	0
so - called stop - over tactic	0
critical opinions	0
recommendations	1
it had all been in vain	0
wanting	1
deformed	0
adverse report	0
expressed concern	0
endorsing	1
overwhelmingly	1
soul - searching gratitude	1
undivided support	1
our goal	1
my promise	1
although	0
scandalous	0
critics	0
sobriety	1
called for	1
fairly	1
had been tainted by months of political violence and intimidation , last - minute changes to electoral laws , and the disenfranchisement of tens of thousands of voters in harare	0
enraging	0
often unfortunately invisible	0
people who love freedom	1
gave much food for thought	0
recommendations	1
has ignored	0
the importance	1
agreed	1
adopt concrete measures to stop the conflict	1
derived nothing but encouragement	0
is very concerned	0
edifying photograph	1
guaranteeing peace , security , and stability for all nations	1
purposely play up	0
would be street demonstrations	0
you're	0
free to practice any religion	1
stays true	1
took to the streets around the country in a pot - banging demonstration	0
slams	0
inalienable palestinian rights	0
steel cages	0
an aberration that goes against mankind	0
very forthcoming	1
calls for	1
go out into the streets to defend	1
was once hoped	1
had forbidden	0
achieving social harmony	1
admittedly	1
is not to have a strategic vision	0
better fed	1
would like	1
father of independence	1
will not be tolerated for long	0
the refusal to grant	0
axis of evil	0
suspect	0
will be quite difficult	1
no benefit at all	0
harmed	0
more are on the way	0
would have a better idea if	1
regards	0
disadvantageous situation	0
that extreme	0
brands	0
satisfactory	1
only it was a little too early to get excited	0
to support	1
not satellites	0
in violation	0
wish to influence	1
appears to be another faith - based initiative : we should have faith that major corporations will line up to volunteer	0
doubt	0
secret	0
a strong turnout favored him	1
charged	0
categorically rejecting	0
think	0
criticized	0
looking radiant	1
not considered	0
pot calling the kettle black	0
puzzled	0
rejection	0
welcome	1
could lead to an opening	1
even more serious	0
going to the dogs	0
by force if necessary	0
apocalyptic savagery	0
in particular	0
retaliated	0
committing wrong - doings	0
restraint	1
found solidarity in the view	1
trampled over	0
yelled	0
slammed	0
will become much more difficult	0
fiasco	0
accuses	0
called on	1
damages the credibility	0
wanted to ignore	1
children skipping school	0
to protest	0
humiliation	0
it makes no sense	0
condemned	0
not honest about championing	0
popular support	1
either they fail outright	0
problems remain	0
steering the nation to prosperity and progress	1
staunch supporter	1
crash course	0
are less alarming	0
concerned	0
a petty - minded populist who had done great damage to his country's economy	0
befuddled	0
has expressed concern	0
concerning their life or death	0
relatively prosperous and free	1
if we want to apply	1
confusion	0
is about to call on	1
intense dissatisfaction and frustration	0
struggling	0
relatively mild	1
liberators	1
popular support	1
marched against	0
menace	0
his hands would be empty	0
not voluntarily	0
to voice his concern	0
it is obsolete , it does not work	0
charge	0
indifferent institutions	0
hypocrisy	0
can`t be a minority if there is no nation	0
have it better here	1
to use constitutional methods against chavez	0
remembering	0
first major	1
accuses	0
a government mouthpiece	0
thugs	0
resorting to verbal quibbling	0
can bring security and stability to all the parties without exception	1
encouraged	1
had handed an official protest	0
is the appropriate one	1
would make it possible	1
had indeed brought it on himself	0
joyous	1
is concerned	0
press ahead	1
praised	1
full support	1
discourage	0
suffer the consequences of its own economic mismanagement	0
aggressive policy	0
keep alight the flame of	1
begins to bear fruit	1
desire to work	1
working around the clock	1
troublemakers	0
in support	1
assured	1
had favored	1
subjected to repressive israeli measures	0
declare their opposition	0
culprits	0
based on its terms	0
victory	1
does not want	0
scenes of anarchy	0
really useful	1
is running so scared	0
is subordinated to his own personal sentiments and ambition	0
would only have sharpened	0
violent food riots and protests	0
proof that international law protects human beings	0
an axis of evil	0
just	1
had rebelled	0
that may be so	1
nor does it seem proper	0
quite a problem	0
reverted	0
have complete confidence	1
his friendship	1
litany	0
protecting	1
scores of nations	0
legitimate	1
systematic campaign of violence and intimidation	0
support	1
criticised	0
axis of evil	0
the number one country in wmd and ballistic missiles sales and concerned technology sales	0
threatening the world's peace	0
is now condemned	0
strong support for	1
fodder	0
extreme right	0
legitimate	1
despite everything	0
badly	0
deeply flawed	0
an allegation	0
within tens of millions of arabs	1
vast	1
turned down	0
without having any knowledge of the realities	0
to create the impression	0
a very risky scenario	0
warned	0
delivered a more devastating blow	0
champion of democracy	1
continuously denounced	0
it is due to this hegemony	0
dedicate themselves to lamenting	0
devil's empire .	0
want	1
the approval of	1
is deeply concerned	0
disdain and wrath	0
refusing to identify	0
exploited	0
could destroy entire planets	0
major force of anti - terrorism	1
hurt	0
is keeping a wary eye	0
ease	1
which is the equivalent of respect for democracy	1
terrorism	0
should help put people's minds at ease	1
recommendation	1
prejudged	0
would not have been a free and fair poll	0
the radical wing of anti - castro exiles	0
harsh criticism	0
power at all costs	0
wants	1
engulfed by violence and crime	0
spew	0
so - called	0
ridicule	0
despite the perils	0
would not recognize	0
will rise against	0
unfair	0
but	0
any act of violence or use of threat , regardless of reason and aim	0
adequate	1
will be even keener	1
that four shots would solve the problem	0
has absolute confidence	1
picked a quarrel	0
unrealistic	0
affront against law and democracy	0
has to respect	1
dramatic	0
wrongful and illegitimate	0
current spiral of violence	0
understand	0
in a risk zone	0
arresting innocent citizens	0
excused	1
the problem is , who can ensure that these guidelines will indeed be adhered to	0
tense relationship between	0
am hopeful	1
they may no longer stand shoulder to shoulder	0
protest	0
issued the fatwa	0
unnecessary	0
fears are rising	0
hard not to see	0
demonstrable progress	1
this is no reason to be optimistic	0
drastically	0
the doubts	0
arrogance toward	0
did n't want	0
firing indiscriminately	0
is justified	1
the countries of the axis of evil	0
failed experiences	0
condemned	0
cooperation	1
flawed	0
aid for terrorists	0
calls on	1
several different disputes	0
promised	1
evil	0
peaceful	1
society ruled by law	1
support and encouragement	1
had accepted	1
not even	0
the approval	1
mocked	0
already over - taxed economy	0
in spite of	0
criticized	0
taking the stand supporting	1
weak or even nonexistant	0
are going to great lengths to talk about	1
communal flames	0
urge	1
likening	0
looked like one of hitler's	0
by whatever means possible	0
achievements	1
be optimistic	1
nations that are n't transparent	0
was uncomfortable	0
opposed	0
simply used old drafts	0
prejudged	0
will be forced	0
learnt a lesson	1
accused	0
wants	1
utter boredom	0
fears	0
refuses	0
supported	1
double standards	0
condemned	0
unjust and discriminatory policies	0
urged	1
amazingly roomy	1
will have a political burial here tomorrow	0
swallowing	0
heavy - handed	0
criticism over	0
no israeli government can provide security	0
disapprove	0
favored	1
criticism	0
intentions	1
renegade province	0
the latest intimidation intended to steal the election	0
thanks to the people of zimbabwe	1
will be asked	1
admires	1
hurt	0
failed to meet international standards	0
celebrate	1
the success of the rio conference	1
by force	0
downfall of their puppet pahlavi regime	0
denying them the right	0
appealed	1
replete with	1
unless drastic measures are taken , we are on the way	0
empty - handed	0
like	1
provoked much criticism	0
criticism	0
suggested	1
about cold - blood accomplices to murder , because that is what these al - qa'ida disciples at guantanamo bay are	0
categorized	0
a bold challenge	1
regained	0
is considered	0
no decisive action	0
will have to withdraw	1
was surprised , to put it mildly	0
scared	0
advises	1
however	0
rejected	0
not to embark on the suicidal path that he has chosen	0
hoped	1
desire	1
pleased	1
responsible for the country's problems	0
will be able	1
expansionist policies	0
patriotism	1
nuclear club	0
can not be taken seriously	0
irritate	0
forced	0
has called for	1
fear and tension	0
destroy homes over the heads of their owners	0
a power	1
must be taken to trial for treason	0
frustrated	0
skillfully adapted themselves to the most difficult circumstances	1
argentina will be more competitive	1
the black hole of mazar - isharif	0
pays no attention	0
viciously	0
real sting	0
kennels	0
that will win us votes	1
of more	0
advocated	1
accomplishment	1
pretext	0
condemning	0
pleased	1
humanitarian spirit	1
due regard	1
charged	0
should criticize	0
if we fail	0
reject	0
excellent technical preparation and mature action	1
in a statement welcomes	1
took advantage	0
onslaught of the international credit vultures	0
expulsion	0
what impressed him most	1
attacking him with scathing criticisms	0
good health system	1
do n't want	0
delinquent	0
appraised	1
a great political triumph	1
such animosity	0
great economic performance	1
according to americans , this sort of humanity does not qualify for any of the laws	0
not only above	0
does not endorse	0
formulate , implement , or benefit from policies that undermine or injure zimbabwe's democratic institutions	0
to understand	1
a human virtue	1
dominating the world	0
her former friend as an enemy and her former enemy as a friend	0
we are living in a politically highly sophisticated society	0
warned	0
the guilt or otherwise	0
second only to that of a nuclear war	0
have expressed dissatisfaction - but not surprise	0
made a mistake in not saying no	0
fundamental importance	0
can not wholly agree with	0
challenges	0
willing	1
fail	0
it is wrong	0
widespread concerns	0
appreciation	1
however	0
jubilant	1
may annoy	0
were opposed	0
has not been accepted	0
gaffe	0
are committed	1
humanely	1
was more than confident	1
does not want	1
are the targets of suppression	0
grave violations	0
will be a disaster for bush	0
glorious past	1
is ready to support	1
to support	1
anti - american doctrines	0
intends	1
wantonly infringing	0
to the liking of	1
disapproved	0
the distress	0
subverts	0
near impossible	0
great advantage	1
believe	1
blatant campaign of violence , intimidation and manipulation	0
reputation was ruined	0
such a bellicose president	0
as friends or not evil	1
totally disagree	0
fear	0
fear	0
cooperate	1
good education system	1
dings	0
like wild beasts	0
increase in the people's anger	0
old man	0
the important point	0
new political perspective	0
whether the global ban on torture can be abused on that account is another matter	0
friendly	1
denounces	0
found itself literally in the plight of a punching bag	0
great efforts	1
one common denominator	0
infringement	0
deems	0
criticizes	0
axis of evil	0
has lashed out	0
see	1
perpetuate	0
adopted the most pro - taiwan posture	1
the evil empire	0
want more money for themselves ,	0
thanks to	1
respecting	1
evil empire	0
do n't support	0
communiques and relevant commitments	1
farce	0
questions	0
complaints and inquires	0
has been calling	0
imbibed them amidst the safety and leisure	0
would be targeted one by one	0
fair	0
defend freedom	1
concerned i become	0
one of the worst examples of rights abuses	0
corrupt politicians	0
feels uneasy	0
confers a comforting sense of personal and national vindication , when no other prop can be found	0
rejected	0
has yet to show	0
threatening	0
he can work with his troubled neighbor	0
had been marred	0
wants	1
abusive language	0
meaningless	0
expressed his surprise	1
to contest	0
inevitably falls	1
only served to deny	0
doubts	0
dump	0
were worried	0
interference	0
manifold	0
urged	1
as exaggerated	0
adopted	1
opportunity	1
rightly considers	1
palestinian victims as terrorists	0
is fully biased to israel	1
for punitive action	0
declined	0
compromising	1
barefoot , wearing sandals and in the snow	0
good things	1
said optimistically	1
refuses	0
concerns	0
crises	0
was refused	0
do not even have	0
criticisms	0
effectively rebutted	0
declined	0
most ludicrous	0
calls	1
grew and grew	0
row	0
derail	0
a recommendation	1
limited	0
therefore	1
like an upholder of justice	1
could object	0
generally approved of	1
remember	1
vindicated for himself	1
look like a chicken farm run by a sadist	0
suspicions of	0
stiffest opposition	0
arrogance of power	0
would have been logical and acceptable if	1
if there are problems	0
are shameless	0
watertight	1
widely despised	0
meaningful action now	1
perp pal	0
will allow emissions to increase without any time frame , eternally	0
meddling	0
have no intention	0
universal values	1
it is pure rhetoric	0
stars and stripes	0
evaluated	0
have denied	0
exemplary	1
for his contribution to science and africa's renaissance	1
tarnishing the image	0
unnecessary	0
one of the most successful	1
remaining problems	0
would be a great tragedy	0
very large	0
disagreed	0
try to threaten national dignity to the end	0
hardline	0
brought the peace process to a deadlock	0
retrogression	0
growing amplitude	1
widespread problem of torture	0
completely closed the door	0
immediate	0
more concerned	0
far better than	1
pressure	1
better	1
has held the high goal	1
are willing to die	0
provoke	0
has reaffirmed its commitment	1
forcibly wanted to prevent	0
chimed in	1
expressed his hope	1
free and proud	1
desire for revenge	0
not knowing the meaning	0
encouragement	0
refusal	0
to request	1
territorial ambition	0
sat back with arms folded would have made us all hostages	0
badly - resolved problems	0
will be rich in promises	1
were regrettable	0
expressed concern	0
tacitly agreeing to ignore	0
not likely	0
to win	1
one of the most serious crises of our time	0
recognizing	0
its selfishness	0
madness	0
well on his way	0
as bad a human rights record as	0
other goals	1
was equally critical	0
a number of excellent	1
we have nothing to hide	1
has denounced	0
will be entirely happy	0
taking away from	0
fraud	0
do not help	0
refuses	0
refusal to accept	0
collapse looked imminent	0
forcing painful austerity measures	0
denying	0
want to	1
calm and a just peace	1
are prepared to accept	1
of chained and humiliated	0
confidence	1
tragic	0
some doubts	0
lot of heartbreak over the years	0
do not want to work	0
assailed	0
absolutely inadmissible	0
repeatedly made outrageous	0
effective solution	1
are carrying signs appealing	1
reactions of repulsion	0
expand peace and security	1
evil	0
axis of evil	0
blamed	0
bound to happen	0
axis of evil	0
top concern	0
would help	1
has not once	0
one would inevitably be reminded	0
do not recognize	0
will want to know	1
generally benefit	1
seems to be	1
to protest	0
blatant campaign of intimidation	0
new harm	0
would not like	0
has been widely criticized	0
want nothing	1
scares away	0
recognition of	1
the same unilateral policy	0
favoring	1
china threat advocates	0
emphasized	1
may step up sabotage	0
know	0
dirty money	0
brutalized , tortured , and humiliated	0
hollering	0
grinds on	0
can not adequately explain	0
were noteworthy	1
axis of evil	0
the problem is	0
more than cancelled out	0
british puppet like tsvangirai	0
tendency toward confrontation	0
nothing other than	0
orders stretching all the way back to the oval office	0
exercise maximum restraint	1
useful message	1
heightened concern	0
can not	0
poured all kinds of abusive words	0
terrible equation	0
coup farce	0
cow	0
method reporting	0
policy of isolation and stifling	0
neo - colonialist	1
flawed	0
can ask	1
axis of evil	0
doomed	0
celebration ,	0
either you are with us or you are with the terrorists	0
call on	1
protest	0
traumatized	0
completely from palestinian areas	1
support for	1
expressed a stance	0
for the benefit and well - being of future generations all over the planet	1
hurt	0
sharp divisions	0
was frustrated	0
mutiny	0
considerable support from	1
reduced to a series of bantustans	0
aggressive	0
can still break through	1
endorsement	1
demonstrations	0
desperate tableau	0
plight of the palestinians under occupation	0
wants	1
had issued a warning	0
was resisted	0
support of	1
has displayed unrelenting resolve and confidence	1
prevalent assumption	0
draw vindictive reactions	0
nervous	0
unpreparedness	0
unite against the enemy	1
balkanisation	0
humiliates	0
described	0
neo - colonialism	0
grand bargain	1
decisions not to accept	0
their aggressions	0
looks	0
relished	0
unequal	0
warm	1
discrediting	0
admonishing	0
is really hard to understand	0
flexible and gradual	1
such an excuse	0
was compromised	0
deviate	0
victory of justice and freedom	1
desperate	0
unfair	0
wave of social tension	0
retreat	0
incited	0
arrogant unilateralism	0
are worried	0
unreasonable	0
disagree	0
fully supports	1
greatest fear	0
has recognized	1
admiration	1
significantly weakened	0
could not find enough praise	1
wish	1
far out of tune	0
reminiscent of the torture centres	0
their auxiliaries from the northern alliance	0
does not serve the interest of peace	0
wants	1
ugly travesty	0
dangerous	0
to put it mildly	0
would lay the firm foundations	1
settle the accounts	0
crackdown	0
an unambiguous message	1
argentine proportions	0
the most destructive weapons	0
the consensus	1
serious criticism was made	0
fortunately	1
axis of evil	0
in argentina's defense	1
unambiguous commitment	1
has been widely condemned	0
changing its stand	0
loudly trumpeted	1
relieved	1
never enabled	0
was meant to punish	0
are expected	0
more dangerous	0
will not respect	0
strongly denounced	0
substantially represented	1
support	1
it could devalue and spark inflation	0
unjustified escalation	0
am pleased to send my warm congratulations	1
peace	1
wants	1
claims	0
faltered as a result of israel's intransigence	0
he could be very useful	1
temporary security	1
want	1
threatened	0
wanted	1
prejudging	0
oddly enough	0
feels itself committed	0
did away with the discrimination that had existed for years	1
have complete confidence	1
spewed out	0
be happy	1
like	1
claimed	0
satisfied in any way	0
state terrorism against its own citizens	0
criticizes	0
siege	0
the wish of	1
was compelled to partially recognize	1
opportunistic	0
thought	0
israeli expansionist plans	0
how could anybody	0
falls at a bad time	0
has not failed	1
friends	1
some seem doubtful	0
the concerns voiced	0
concerns	0
uproar	0
worried	0
so - called values of democracy and human rights	0
are not appropriate	0
was charged with treason	0
was neither free nor fair	0
even risking his own future	0
directly responsible	0
do n't believe	0
has encouraged	1
would complain	0
invitation	1
where there are not even polls	0
lost their illegitimate interests	0
wants	1
accused	0
warns	0
merely	0
trust	1
catering to the interests of the us oil and coal barons	0
thanks to a deft mix of populist policies , nationalist rhetoric , and political patronage	0
discrediting	0
will not	0
the major enemy	0
ensured	1
they were wrong	0
supported and welcomed	1
would suit	1
there is no alternative to it but conflict , isolation , nationalism , and ultimately war	0
foundered	0
hope	1
protests	0
attack	0
the political strong man	1
puts off any	0
well - respected	1
proclaimed	0
rightly a champion	1
calling on	0
would not be traded away	1
cages	0
force	0
discredits and kills	0
compliant	0
would be useful if	1
rightly	0
is also paying the price	0
quit its moves to obstruct a fair middle east settlement	0
most promising	1
resistance	1
blamed	0
a twisted logic	0
ought not	0
much better	1
vote rigging	0
points fingers	0
even democratically elected and at war against evil	1
irreversible	0
no one up above	0
cooperate	1
rejected	0
is based on injustice	0
other major achievements	1
accusations	0
raised expectations	1
being supported	1
have damaged	0
but those were the us needs	0
massacre	0
utterly	0
earned eternal notoriety	0
hoping	1
vanquished	0
speech of moral strength	1
unwarranted	0
elevates its image in international society	1
plans to kill	0
demonstrated	0
wielding its authority	0
would consider	1
vitriol	0
disagreements	0
break promises	0
applaud everything	0
the criticism	0
worse criticism and rejection	0
under fire	0
heavy losses	0
failure would be a foregone conclusion	0
the iranians have not done what the pakistan government has done	0
threat to france's ethic and religious minorities	0
degrade the human condition	0
failed the 'free and fair' test	0
false	0
faces of evil	0
could benefit	1
same shit , different day	0
turning the whole world upside down	0
denied its citizens their legitimate rights	0
lost ground	0
threatened	0
approve of	1
the twin towers of new york may not have collapsed	1
asked	1
mount a rebellion	0
it will not be easy , of course	0
pretext	0
reined in	0
obvious disagreement	0
had become the closest allies	1
urge to underline	1
not safe	0
