document	label
as it stands now , the case is pretty useless unless you 're packing the player up for travel , or if you load up all your songs beforehand .	0
on the downside , i think the interface takes some getting used to and the zen software ! .	0
first , the player did not allow me to access the menus of dvds .	0
the nomad zen could use a little sturdier construction like the archos jukeboxes or some kind of shock resistant case .	0
i 've been incredibly happy with this camera .	1
as a computer , or pda its weak since the screen , while large by phone standards , is still tiny to really do anything on .	0
i found best results in most situation with manual/center auto focus , manual mode , iso 100 ( shorter aperture-time , so more often sharper images as with iso 50 ) , auto white balance ( auto white balance is better than of the other canon cameras i have and they already do very-well ) .	1
works perfectly with my netgear wireless paramecia .	1
- sound quality : excellent , everything you would expect from this company .	1
i have less money invested in the router table and dual routers than i would have if i had purchased a single cheap reliant sharper .	1
apex sucks ! .	0
all-in-all , this is another excellent creative product .	1
i brought it for my sister in college and she loves it ! .	1
by cocking the shutter to the halfway position and getting the settings ready to shoot , i was able to produce excellent stop action photos -- contrary to what other reviewers experienced .	1
small size .	1
i experimented with online print ordering with the two major us brick and mortar retailers , and they both delivered great results .	1
after years with that carrier 's expensive plans and horrible customer service , portability seemed heaven-sent .	0
and really this is the best phone one could have .	1
with the automatic settings , i really have n 't taken a bad picture yet .	1
finally , after about a week 's use , the screen started to freeze on me .	0
after installation , the very first time i booted up the creative mediasource organizer , intending to use its cd burning and ripping functions , it totally shorted out .	0
2 ) the champ uses regular store bags .	1
even with the waterproof housing it is small .	1
we just buy the smaller bags that come like 250 to a roll and are scented and they are like $6 . 00 and they work great .	1
i am happy with the fact that i can use any bag in there and dont ' have to pay out the nose for replacements .	1
"the dynamic playlists ( "" now playing "" , i be live creative calls it ) feels very awkward at times and some menus simply take to long to get to and operate . . ."	0
"also , the display is "" hinged "" and it can be placed in a myriad of positions , or to protect it against any damage ."	1
too costly and not efficient if you ask me ! .	0
1 ) price / gb of storage	1
and we definitely prefer our champ ! .	1
i have been very impressed with my purchase of the sd500 i bought it at the beginning of the month as the ultimate pocket camera and have shot 300 images so far with it .	1
the battery life is ok , but can be somewhat short when working a lot with the monitor on .	1
yes , the 1-800 number probably redirected me to someone in india , but the guy was easy to understand , and he helped solve the problem .	1
but be prepared to buy something else ( diaper genie ? . ) which can trap the odor better .	0
i 'm very pleased with my zx so here 's a quick review .	1
this is ridiculous .	0
the moveable lcd screen is great .	1
i think it 's great .	1
all-in-all , its good enough for its price as long as it doesnt break again due to normal use .	1
nothing has broken on it , and it plays all the dvds i have .	1
this is the best phone i have seen .	1
9 ) wake-up feature that allows you to set up the player to wake up and play selected music at a specified time .	1
diaper champ is by far the best diaper pail ! .	1
) one outstanding positive feature is the battery . it holds a charge for a long time , longer than most other similar products and the user can replace it easily or take another along as a backup .	1
it had a heavier and more sturdy casing .	0
while i had the phone , the positive features were : good sound quality and an excellent fm phone and earpiece .	1
"because the "" engineers "" at creative screwed up the design of the headphone jack ."	0
the one i purchased for a friend as a gift will not read any dvd disc .	0
only 1 problem , no accessories . . . yet .	0
it would only transfer 30 or so songs , and then come up with an error .	0
the zen micro is near perfect .	1
user interface : the software is simple and straight forward .	1
if you currently own the 2003 version , and are looking to upgrade to the 2004 version , don 't .	0
overall , this player is awesome and i definately recommend it .	1
the blue backlit lcd looks really neat and is easy to read .	1
i have transferred in about 2 , 400 tracks so far - very easy to use both the ipod and itunes .	1
i would have liked to have given it 4 1/2 stars docking that 1/2 star only for the size .	0
this camera is worth every penny , and i highly recommend it ! .	1
on the positive side , the sound of the player is pretty good , once you have everything configured .	1
other than that this thing is great . . .	1
by focusing exclusively on quality rather than excessive marketing , they have introduced a player that can look the ipod straight in the eye and not flinch .	1
all in all , this is a wonderful device .	1
operating its many features is easy and often obvious - i 'm no annie levitt's , but i was able to figure out most of its abilities just messing around with it at a camera store .	1
the main problem with the nomad jukebox zen xtra 30 gb is the software .	0
but it comes with a tank of a case and if you cut a piece out where the screen is you can always keep it in the case and still access everything .	1
i bought my canon g3 about a month ago and i have to say i am very satisfied .	1
other cameras taking pics of the same subjects turn out looking much better .	0
the setup software did everything .	1
the player hangs up on file transfer every once-in-a-while , prompting a reset .	0
so , don 't buy this or upgrade .	0
this is a great diaper pail .	1
there was no compromise this little camera does amazing things .	1
great price .	1
manual functionality is excellent , downloading pictures is quick and a breeze , and the quality is astounding .	1
settings for just about everything , beautiful pics and beautiful prints .	1
it played only one out of three dvd 's without problems , the other two being afflicted by a number of glitches .	0
i looked into buying an inexpensive dvd player that had more than the standard set of features and this item seemed to be the best in that category .	1
i do n 't always care for gracenotes ' genre listings but it allows easy editing of id3 tags .	1
apart from speed , the signal is consistent and works without interruptions , etc .	1
it feels tiny in the hand without it .	1
i 've had nokia 's for years , and while this one is packed with whiz bang features it is disappointing for its primary use - a phone .	0
for the price and size and features , you can 't beat the price .	1
this camera is ideal for people who want more power , but do n 't want to spend 1000s dollars on a camera .	1
5 ) its focusing system is also very flexible .	1
"second , the "" automatic "" sync on creative lets you review the songs before it begins its transfer ."	1
still has terrible software .	0
the remote is okay , but i am not a fan of remotes with tiny buttons .	0
the hitachi is made in malaya , and looked cheap compared with the makita , which is made in the usa .	1
my only complaint would be that you need id3 tags & that takes a while to do if your mp3 files do n 't have them .	0
the tiny ( postage-stamp sized ) remote unit is wonderful : not only does it trigger the shutter , it can also be used to zoom and review pictures .	1
) the zen micro appears sturdy and well constructed , hefty , if you will , far better than many of its competitors . .	1
the nikon coolpix 4300 is wonderful -- easy to use , high quality , and compact in size .	1
it 's so small .	1
"my "" fast forward "" button works , but it takes a little extra pressure on it to make it go ."	0
the only con i can think of is the lack of a mega-pixel camera .	0
this really is a great little phone ; . its got nice features , a beatiful screen , great ergonomics , and its tiny ! .	1
1 month , no problems , great phone i 'm very pleased with my 6610 phone .	1
but i had to give you four because the service for my brand-new ipod was terribly slow .	0
3 ) it does not work automatically like a hard drive when you connect it to your computer , like some players	0
and it 's the largest diaper pail i 've seen without taking up more floor space .	1
no matter how accustomed to the phone you become , too much time is required to get to , open and close applications .	0
battery life is very good , i use it every day and i have to charge it every 5 or 6 days or so .	1
the only problem is the battery life .	0
i liked this one enough to buy another .	1
i 've had almost no problems with the firmware ( ie , lock-ups , shut-downs etc ) , but i have kept the player up to date .	1
the canon is very small , definitely pocket size , but still easy to hold firmly .	1
there is no way the battery supplied lasts 14 hours ! .	0
unless you have an enormous music/audio book library , the 20 gb model should have more than adequate storage capacity , with a stated ability to hold 5000 songs .	1
only thing missing from creative is a cd burner .	0
also , i have not had trouble reading svcds that i created and br mp3 cds ( my old apex ad-1200 had trouble with these ) .	1
i can go pretty far away from my router and still connect wirelessly .	1
i 've always liked symantec products , except for this version 2004 .	0
the range is terrific , i am using this for my home and i was transferring at 50+mbs from my backyard .	1
further , the tech specs suggest that it has better audio quality than the ipod .	1
you feel like you are holding something of substance , not some cheap plastic toy .	1
great features . . .	1
i can 't tell you how many times i 've chipped a nail or hurt my fingertips because of the force needed to open it .	0
for looks , well ipod is head and shoulders better , both the iriver and creative zen look positively ugly when next to a gleaming ipod .	1
what impressed me most was the sound .	1
retraction : said mine had silver plate : it does have display .	1
also , you have to use it with itunes - or they 'll sue , dammit ! . but itunes is about as good as anything .	1
excellent diaper disposal unit .	1
i chose this one because from what i read , it was the best deal for the money .	1
has the click wheel and the ability to scan through thousands of songs and organizes them great .	1
i prefer things that are simple .	1
the front cover ( which you remove to take out the battery ) feels flimsy but when snapped on , the device still feels pretty solid .	0
if you want to purchase a real case or container or clip-on carrier for you zen micro , expect to purchase it separately and to dish out big time . .	0
versatile and stylish .	1
i 've owned many norton products in my time , and for the most part , i 've been pleased with their performance .	1
finally , i reiterate my thumbs-down rating for t-mobile as a carrier .	0
my first impression was positive .	1
this is a benefit for many reasons ; . one being just for appearance , your pants wo n 't be bulging with this phone in your pocket .	1
"difficult navigation - i wo n 't necessarily say "" difficult , "" but i do n 't enjoy the scroll wheel to navigate ."	0
start up is so quick	1
8- buttons are little , but if you have steady fingers and deal ed with a casio worst calculator watch , you can deal with almost anything .	0
i love the features on the ipod and the many things you can do with it .	1
when we tried to hook up the first one , it was broken - the motor would not eject discs or close the door .	0
the sound is just fine .	1
my file log was not responding and the program was not blocking any cookies or unauthorized sites .	0
- very long-lasting battery life	1
the scroll button is sort of annoying to push - a nice button would be nicer but eh , not a big deal .	0
this is wonderful to have for your first dvd player .	1
purchased this router a few months back , no problems whatsoever .	1
i love the features , the interface , the size ( the screen is a delight ) , the camera ( though i admit i 'm not much of a camera user -- so just a toy for me ) , the internet connectivity , the quality , etc .	1
it holds plenty of songs .	1
3 band and you can just change the sim card in it to be able to use it in europe with another service provider .	1
but , if you 're looking for my opinion of the apex dvd player , i love it ! .	1
although it has chubby hips , the device isn 't really so big .	1
it gives great pictures , the controls are easy to use , the battery lasts forever on one single charge , the software is very user-friendly and it is beautiful in it chrome casing .	1
having done all this , i was quite pleased to see that all corners i needed were decently covered by the signal .	1
noiseless , lightweight and oh yeah .	1
but it takes gorgeous pictures for a 2 . 1 mp camera .	1
negatives of the player itself : you need to do a little work before having full enjoyment of this player .	0
and also , since it is teri band and since it uses sim-card , you can just use it in europe and many other parts of the world , wherever gsm exists .	1
in the hands of someone who does n 't , it will yield good results on idiot program / auto mode .	1
but it wouldn 't let me turn the av protection back on and it wouldn 't stop with the alerts .	0
granted , i have only used this dvd player for about 2 hours setting it up for my mom for christmas , but that was long enough for me to find problems with this dvd player .	0
you can 't do that with a sony t610 ( which i traded for a 6600 ) .	0
when i hooked it up it only produced sound - a cd played fine , but with a dvd i only got the audio - no picture ! .	0
all in all suprisingly easy to use .	1
2 ) the delay from the time you fully depress the shutter to the time the picture is taken is too long and may yield some fuzzy shots .	0
what an upgrade ! . ! . ! .	1
for those of us that like to tinker , i think creative offers some advantages .	1
norton 's memory usage on systems with 512 mb is very low .	1
a larger memory card and extra battery are good things to buy .	0
i 've attempted to connect this unit to several different tvs , using a multitude of connection methods , and i still can 't get a video signal from the machine .	0
overall , the micro is a solid device and i haven 't fell into a problem with it yet *knocks on wood* .	1
with 40gb of storage i have about 7 , 500 songs on the player ( everything music file i have is on there ) with room for about 2 , 500 more .	1
you can use the player to store your computer data files ( good feature to have ) .	1
it does tend to run quite hot and should be given lots of room for air circulation .	0
the setup works awesome , as with any tool i look closely at the individual tool for it 's merits , and not just the company as a whole .	1
the screen is bright , easy to see in the daylight , with nice colors .	1
this camera is closest to perfect than any other diagram that is 4-5 megapixel .	1
dependability : i 've seen no glitches .	1
works great , no odor , and uses regular bags .	1
"from day one , we 've had hangups , crashes , glitches , continual reboots , long shutdowns due to "" cc app . exe "" program running which is a norton program ."	0
the best part about this router is now i have a dhaka server .	1
some adjustments in the settings could help make it better .	0
one neat thing - i have taken some pictures in what i thought would be impossible lighting conditions pitch black rooms - no problem for the camera - rooms looked like they had ample lighting .	1
with the right firmware , drag and drop to and from the player like any other jump drive .	1
i do like this phone overall ( would give it a 3 . 5 ) , but unfortunately , i am returning it .	1
i love that you can create custom playlists , and organize music in so many different ways .	1
and it holds so much music and audio files .	1
while this phone obviously doesn 't have the same quality construction as motorola does , the nokia 6600 is one of the better phones i 've used .	1
this is by far the finest camera in its price and category i have ever used .	1
i spent hours setting up the stations ( accepts about 13-14 , i believe ) , though the reception is unpredictable .	0
it is not reliable .	0
lastly , the price is fantastic :	1
i bought this little guy a few weeks back , and i have to say that i never had so much fun with a new toy as this .	1
the 4300 is a very durable , compact package , and i find nikon to be a brand that i can trust .	1
it also does n 't have voice activated dialing . big minus ! . ! .	0
it has great incredibility .	1
no more banner ads , pop-ups , and the reliable antivirus .	1
5- excelent software package .	1
the scroll wheel is better than the ipod 's as well , in that you do n 't risk giving yourself a cramp running your thumb around in circles endlessly - just a small nudge of the finger and you 're there .	1
3/4 way through the first disk we played on it ( naturally on 31 days after purchase ) the dvd player froze .	0
linksys is more costlier than others and is a home/consumer division of disco .	0
ripping the songs , even with my 1 . 1 usb connection is still very quick , and the quality is very good .	1
when i opened the box , i was shocked by the size of this thing . . . it 's tiny ! .	1
basically the 6600 is a bundle of over-hyped features you don 't and won 't need ( if you do get yourself a pda or pocket pc ) , none of them work as they should , and the basic phone functions and ergonomics are less than average .	0
at 8 ounces it is pretty light but not as light as the ipod .	1
but you can download some really good ones like pac-man or mafia wars .	1
was a bit wary because the software is windows only and i have an mac .	0
i 've had no problems with the software .	1
this phone has a very cool and useful feature -- the speakerphone .	1
to address two previous somewhat negative reviews : ( 1 ) yes , the lens barrel does obstruct part of the lower left corner in the lens viewfinder ; . however , the lcd viewfinder is rather stunning and i find myself rarely using the lens viewfinder .	0
the zoom function on this camera is so loud that sometimes you will be unable to use it if you find yourself in a situation where you must be quiet .	0
but , i would definately recommend this phone .	1
the signal to noise ratio ( the ratio of detectable , useful data to unusable garbage in , say , a radio wave ; . a larger stn ratio is better ) is nice and high at 98 decibels , and it should be noted that apple refuses to release the stn ratio of any of the ipods .	1
the zen was an impressive purchase and i would highly recommend it to anyone using napster .	1
the quick sync is n 't any good because it either needs to be configured properly or just is n 't very useful .	0
this is one of the nicest phones nokia has made .	1
but this by far is the best phone out there right now ! .	1
the screen may be a little smaller , but it is very readable and does n 't come in the overused blue .	0
navigation is so smooth and finding files is a cinch .	1
it was easy to assemble , and the diapers fit perfectly into the little nook before they make their way into the pail portion .	1
this is a great product ! .	1
the more i work with it , the more i love it ! .	1
to set up the box , wap , and ether nest bridge , with the encryption on was less then 30 mins .	1
"it took me three days , to the tune of neil young 's song "" piece of cr -- ! . "" , to get this to work with the satellite hookup i was hired to connect this wireless network up to ."	0
3 it is very compact but the controls are so well designed that they 're still easy to use .	1
i would not be inclined to purchase an apex product again .	0
what really made this a mediocre mp3 player for me was the software .	0
in a week of use i 've never had to reboot the router .	1
1 . i achieved my basic objective ; . my entire cd collection is on a portable device with lots of room to store more .	1
sometimes when you press buttons , the menu appears after a second or two .	0
you can use it as a storage hard drive .	1
no in box accessories -- an arm strap , belt strap , case , or anything would be nice , but nope . . . moveable parts -- this makes me almost want to keep my 3rd gen over a 4th ; . with moveable parts , its easy to damage an ipod at a gym , so this is for more casual listeners ; . note the ipod mini doesn 't have moveable parts and is made of titanium .	0
there are 2 things that need fixing first is the battery life . it will run for 6 hrs without problems with medium usage of the buttons .	0
recent price drops have made the g3 the best bargain in digital cameras currently available .	1
not counting the time i spent editing the songs ( i suppose i should 've done it anyway on my pc ) the transfer was pretty painless .	1
also if you want a device that does so much more than the ipod mini but is at the same price , this is the player for you .	1
all i have to say is that the pics i get with my sd500 are both rich and color and high in detail , the user interface is awesome , the battery charger is tiny and super light and sd cards are relatively cheap and getting cheaper all the time .	1
fits well in hand in trouser pockets .	1
2 ) phone is awfully slow .	0
i love this camera .	1
now he res the stuff you should know starting with the good things : the screen is really big and the blue light in the back is perfect , fast as hell in music transfer , controls are easy to use after mastering the scroll button , great sound and ive heard many mp3 players , a ton of different equalizer type deals on here .	1
color screen is good .	1
try before you buy if at all possible : although i am a mac addict now for over a decade and everyone i know has previously bought an ipod , the nomad zen xtra was a far better value and is just as easy to use with regards to both hardware and software interface .	1
i found it intuitive to use ( i did n 't read any documentation for it and was using it successfully within a few minutes ) .	1
"unlike some of the other people who received a "" lemon "" , my dvd player came in perfect working condition ."	1
this is the fourth version of systemworks and the second version of internet security that i have used and it has always been a favorite .	1
also much less stinky .	0
6- small but very clear tft screen .	1
i have tried many times to get a hold of apex who does n 't seem to answer their emails and telephone number is constantly busy as ( i believe ) the one lonely customer service rep is probably extremely overworked .	0
some more manual control would have been nice .	0
enough people have reported that their headphone jack does n 't work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem .	0
another great feature for me anyway is the ability to load . wav sounds as ringers .	1
when i purchase software , i never want to have to spend hours looking up solutions to my install problems -- in particular solutions that involve manually setting driver preferences or editing the registry ! .	0
there are so many functions in this little , yet powerful camera ! .	1
"i had a question about the pros and cons of turning off the norton firewall vs . the windows firewall , and waited 45 minutes to speak with a tech support representative because i did not have a "" customer priority id number . """	0
after installation , which was very simple . . . . i downloaded any updated software from the creative website , before i downloaded any music .	1
the headphones have great sound and durability and mine came with some extras when i bought it ( a stand , a belt hook , charger ) that i know doesn 't come with every one .	1
"20 gb or 40 gb ? . the pros of the 40 gb : comes with a "" dock station "" and double storage space ( 10 , 000 songs ) ."	1
canon 's g3 does it consistently .	0
when it came down to it , the price on this player is hard to beat .	1
it has great battery life , fm radio , excellent signal , hands free speakerphone ( which i have to say is probably my favorite function ) and downloadable java apps .	1
it is amazing that the battery lasts so long when the phone is so small and light .	1
the tech support is worthless too .	0
this product is a lifesaver ! . ! .	1
for some this might be a problem , but for the price of a 30 gig ipod , you can get a 60gb nomad , the ipod simply pales in comparison .	1
got way too many blurry pictures .	0
with one of the most intuitive user-interfaces around , seamless bluetooth sync with microsoft outlook , support for thousands of applications for the symbian platform which this phone runs on ( i own the ir remote , iq and a few others ) , the nokia 6600 is all of the above - one of the few phones from t-mobile that can claim such a distinction .	1
the ad-1600 did n 't work correctly from the start and the ad-1220 lasted about a week and a half before it started to act up .	0
also , the touchpad seems to be waterproof to some degree .	1
"big lcd screen - at least for me , 2 "" is enough"	1
do n 't buy this player .	0
it uses the extend able mmc memory , it is perfect for storing videos , pictures and mp3s .	1
i use this with a home theater system and it 's amazing how it sounds , the picture clarity is unmatched ! .	1
all the camera 's functionality is only available ( or selectable ) when the screen is functional .	0
i must say , i think this is the coolest camera i 've ever owned ! .	1
*the ipod is overly sensitive to just about everything and gets scratched easily .	0
all in all i am pleased with the router .	1
the price compared to the ipod is great .	1
i have had mine for a month now and have to say i have enjoyed it .	1
it also lets you remove songs from the play order .	1
compatibility with other devices is excellent too ; . i 've only found one 11b device that won 't work with its mixed mode ( and it won 't work with *anyone 's* mixed mode ) .	1
- the battery life leaves a lot to be desired .	0
door broke after a month .	0
it is some protection for the unit , but for use ability , forget it .	0
easy to use : a lot of reviews has mentioned about this	1
can 't beat carrying 500-cd collection with me wherever i go .	1
the two-times optical zoom operates smoothly and quietly , and lo and behold , a two-piece shutter-like cap automatically slides closed over the lens when you turn the camera off .	1
the manual is excellent .	1
we 've never experienced odor from the pail .	1
you have to purchase that separately for some outrageous cost .	0
all-in-all , creative has definitely come up with a winner in terms of product design and features , and i look forward to the nomad/zen line of products seizing more market share as people begin to realize that quality is a better determinant of experience than quantity and hype .	1
to my amazement , even that process was error-prone .	0
the touchpad is great once you get used to it , and i much prefer it to standard buttons or scroll wheels ( as on the dell dj for example ) .	1
its fast-forward and rewind work much more smoothly and consistently than those of other models i 've had .	1
i feel much less likely to drop this phone than others , which are actually starting to get too small .	1
nikon 4300 , i feel , is the best camera out there for the features and price .	1
this model does have the traditional key arrangement , it 's just that they are really close to one another , and have unconventional shapes , so it takes a big getting used to for someone like me with big hands .	0
the product i rate five stars ,	1
i have had no problem what-so-ever with this product .	1
after research of other creative hard drive players , i found that most of them aren 't very durable and tend to crash ( read most reviews on amazon . com and see for yourself ) .	0
really easy to use .	1
its stable , so a curious toddler can 't easily tip it over .	1
otherwise , it takes very good pictures ; . shutter delay is n 't so bad either .	1
the menu options appear one at a time , taking up the whole screen , and one has to scroll down one by one , or have memorized where they are in the menu order , to select them by using the number keypad .	0
apple closed their island to anything that resembled microsoft , and clearly let napster know it could not use their products with napster 's services .	0
the keys are close together , and the layout is a bit funky in relation to standard rectangular layout keypads , but it 's not too weird .	0
as far as user interface is concerned , the best and easiest to use seems to be the one that comes with the player , 'creative mediasource organizer ' .	1
i haven 't seen any problems yet , but if you don 't like to tinker a bit , this player can be a little challenging to set up .	0
if you want to rename a cd title that you have already transferred , you will become frustrated quite quickly .	0
the scroll wheel is finicky ; . it works most of the time but there is a learning curve for pressing it just right ; . new users say they have 50 % - 75 % success rate ; . some find it so frustrating that they just return the device .	0
i have about 6 gb used on my ipod so far ( well over 1000 songs ) , and as far as i can tell , all of them play at near-cd quality .	1
we keep the diaper champ in our daughter 's nursery and her room definitely does not smell like dirty diapers .	1
this player is absolutely phenomenal , i haven 't had any problems , and if you 're worried you will have problems , i suggest buying it at a retail store that has a good return policy but anyways . . . i find the touch pad very easy to use , and i 'm surprised so many people have had problems .	1
the pop up blocker and anti-spam are bonuses .	1
weaknesses are minor : the feel and layout of the remote control are only so-so ; . it does n 't show the complete file names of mp3s with really long names ; . you must cycle through every zoom setting ( 2x , 3x , 4x , 1/2x , etc . ) before getting back to normal size [ sorry if i 'm just ignorant of a way to get back to 1x quickly ] .	0
i can 't write enough positive things about this great little camera ! .	1
the optical and digital zooms combine to give an effective 4x zoom .	1
too bad the product is cumbersome and intertwined trying to do so much at one time .	0
this is my second digital camera , but i 'm much more impressed with the canon s100 digital elph than i ever was with my kodak dc240 .	1
first , it serious , serious installation problems .	0
this unit was working fine for the 1st month and a half and then the color signal disappeared .	0
still , that 's enough time that i 'm still satisfied , if a bit grouchy with creative 's over hyped promises .	0
we take this camera with us everywhere and are constantly amazed at the quality of the pictures that we get and the number of different ways the camera allows for pictures to be taken .	1
i 'm not overly fond of green but when i used this hitachi m12v it turns out that now i 'm very fond of it .	1
night mode is clear as day .	1
the software that comes with it is amazing and the online service that comes free is really very neat . clean clear and well focused on over 95 % of all photos taken by a beginner .	1
i have it for a week now , and this camera has exceeded my expectations .	1
really like it , easy to use , great images , very intuitive , fits in my jacket pocket .	1
the battery life on this phone is surreal .	1
i 'll be getting a second one for my router table ! .	1
for the price it is a well spent investment ! .	1
it is much easier to fill and unload than the diaper genie , plus , why buy refills when you can use trash bags from the dollar store ? .	1
i downloaded and updated the firmware , and followed the easy setup instructions .	1
one good thing , it is 40 gb of disk space ( well , it is 38 gb in reality ) .	1
1-a cell phone is to make calls , in other words , quality of reception and mic/speaker are the most important , the 6600 has a relatively low volume speaker , you 'd have to press it hard against your ear to hear anything the other person is saying , unless the surroundings were completely quiet .	0
it is amazingly small , it 's hard to believe all that has been packed into this camera .	1
i occasionally flip songs while working out as i accidently hit the pad even lightly ( yes i have it in maximum desensitized mode ) .	0
after a recent update , i can no longer open more then 1 browser window .	0
this did manage to cut the number of pop ups during start-up from 4 down to 2 .	1
why bother when it works perfectly with media player 10 ? .	1
i have windows xp pro and when installing the enclosed software i did receive a message that there was a problem installing the driver .	0
not only is it functional and runs super smooth & fast , but it is also eye candy .	1
screen review could be better .	0
i like the nomad 's color better , but it 's not terribly flashy .	1
first and foremost , it will take better pic 's than most film camera 's .	1
however , i do n 't like to carry it on my belt because the clip is n 't secure and the case can slip off .	0
but from my experience , by the time it gets to that point , the bag is really heavy , so i think this is kind of helpful- it 's a built-in way of keeping the bag manageable upon emptying .	1
nokia does not disappoint in this model .	1
after comparing the included creative earbuds directly against my sony md-e828lp 's and sennheiser mx-400 's , i find myself still using the creative 's , which in my opinion , sound every bit as good and have a slightly longer cord .	1
3660 had similar features , but that is big in size .	1
overall the nikon 4300 is a very dependable , robust , and useful little camera .	1
but it ; . you won 't regret it .	1
it is a very amazing product .	1
it 's not the heaviest around ( i think porter-cable has that distinction ) , but i found its combination of weight and power really too much to allow precise handheld operation .	0
no down time , great signal strength .	1
looks and shape : i have a black one and the first time i charged it and switched it on jeez the blue light looked so cool .	1
the zen xtra sounds great with good headphone and well re cored mp3s .	1
as i said , i don 't regret the purchase at all .	1
it 's easy to use . not too small , and not too big .	1
as of october , 2004 , these products are not working and i 'm ready to demand a refund from symantec .	0
i don 't know why cnet says there is a problem with focus , i have all my pictures sharp and high quality .	1
it definitely keeps the smell out .	1
i 've had nothing but good luck with t-mobile .	1
the eax mode that keeps the volume at the same level for any song will come in handy when i take my holiday plane rides .	1
i have had the phone for 1 week , the signal quality has been great in the detroit area ( suburbs ) and in my recent road trip between detroit and northern kentucky ( cincinnati ) i experienced perfect signal and reception along i-75 , far superior to at &#38 ; . t 's which does not work along several long stretches on that same route .	1
this may be a really cool phone , but it 's not worth it with t-mobile .	1
if you can get one with all the accessories and a cheap extended warranty , this is the player to get ! . highly recommended .	1
"the headphones which came with it are mediocre at best but what can you expect from a set of "" ear buds "" ."	0
feature for feature , i find it a very sweet little player ; . equipped with a higher end headphone system , between this and th larger zen hardly use my home stereo system anymore .	1
the display is awesome , you can see everything you want and read it clearly	1
i will never buy their product again at this rate , and neither should you .	0
the thought of not having to buy refills and just using regular bags is awesome ! .	1
i also like the fact that you can edit your mp3 titles , etc .	1
as a loyal customer of norton/symantec products , i purchased internet security 2004 as a software firewall and could not be any more dissatisfied with the product ( and hence the one star rating ) .	0
they are not wow able good .	0
my biggest complaint is the battery life or lack there of .	0
i also love that you can flip the device with one hand . . .	1
the touchpad is annoying sometimes ( give me the click-wheel and pres sable buttons any day ) , but not at all as difficult to get over as other people are saying .	0
all of this said [as it 's on it 's way back to amazon] , the one song it did include provided far better sound than the ipod .	1
bought the 30gb xtra a couple of weeks ago , and so far it has been excellent .	1
i 've been using nis 2004 for about 2 months and it works well .	1
definitely a great camera .	1
the 6600 was the best phone i could find with these options that i could get with t-mobile .	1
i can recommend this phone to anyone , anytime .	1
you 'll do that because the keys are tightly packed in and your fingers will likely press two keys at once .	0
it has a classic design yet looks hip .	1
this product is by far the best broadband router on the market , i bought this to replace one of those linksys instant wireless b routers , worked great for about a year .	1
for a price that 's still less than even the lowest level ipod i was able to get this 40gb monster , and the best part is it works as great as it was advertised to and then some .	1
a ) feel cheap -- the plastic is feels like it would break very easily , and it definately wouldnt survive a drop	0
the instructions would benefit from some improvement and it would help if the rp ms of the speed settings were mentioned .	0
you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right .	1
like most of their solutions ( which first blame other applications for errors ) , the tech persons line was that this was probably a microsoft error - it was not .	0
you do not have to waste money or time trying to purchase special bags for the champ .	1
this player is fantastic in terms of audio quality , ease of use , and features .	1
this is a perfect blend to accomplish both tasks .	1
i recommend t-mobile and the nokia 6600 without reservation .	1
its speakerphone option allows us to do long talks conveniently , lying on bed &#38 ; . phone lying by your pillow side .	1
one primary reason for getting a cell phone was so that i could use it as an internet connection for my laptop running linux , where soft modem drivers are hard to find , and don 't work very well .	1
this router does everything that it is supposed to do , so i dont really know how to talk that bad about it .	1
and best of all , no wasting money on special refill bags -- -this takes ordinary garbage bags ! .	1
everything else about the ipod is great , the click wheel is very easy to use and so is the software that comes with it .	1
im a more happier person after discovering the i/p button ! .	1
it has the odd side effect of the buttons only partially working ? .	0
2 ) music organization is based on id3 ( by genre , artist , album , etc . ) and this can be a problem for older downloaded music files with missing or incorrect id3 information .	0
i can highly recommend this product because of its ease of use ( hardware and software ) , playback quality and value for the price .	1
this is the best purchase i 've made in a very long time .	1
* lens visible in optical viewfinder .	0
hard drive screws up occasionally	0
- no option for caller-id pictures or individualized ringtones .	0
this is due to the unusually slow autofocus system .	0
i have not played with all the features yet , but the camera is easy to use once you get used to it .	1
the height adjustment works well- not perfect .	1
this is my first digital camera and i can say that i am quite impressed with the features that it has .	1
- the flywheel you use for most of the navigation was n 't in tightly and it was uneven as far as the amount of pressure to make it engage .	0
a call to customer support ( got to a live person within a couple of minutes ) helped me tweak a couple of the settings to streamline performance .	1
my experience with installation was quite good .	1
. images taken indoor were n 't so clear .	0
value : comparing data storage with price .	1
most of them are already switched to apex and they are happy .	1
can 't get easier than that ! .	0
respectable , solid , but not awe-inspiring .	0
in addition , it only seems to work if you 're about five feet away from the player , although that may have been just the batteries that came with it .	0
the opening could be a little wider , i suppose , but i haven 't really seen anything else that could be improved .	0
it comes with an adapter to plug into the wall , which i hear is a step up from the other ipods , which require you plug it into a computer to charge it .	1
the in ital setup of the router was simple .	1
i was an early purchaser of the wrt54g , and had a few problems with stability and speed - finally , the march 03 firmware update has resulted in an excellent product ! .	1
it is just a tad small to hold to your ear with your shoulder , but that is solved with the very comfortable handsfree ear-piece which is included .	1
( we wrap them nice and tight ) *we use our regular kitchen trash bags -- cheap ! .	1
